,Sentence,Sentiment
698,"7800 is the worst we can see on Nifty at this stage: Sudip Bandyopadhyay President, Destimoney Securities Pvt Ltd",neutral
699,7800 levels will act as a stiff resistance for Nifty: Sandeep Wagle,negative
700,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive
701,"8,056 on Nifty could be an invitation to initiate fresh shorts: Ashwani Gujral",negative
702,"8,160-8,250 on Nifty could be a good region to sell into markets: Ashwani Gujral",negative
703,"8,400 level should provide a strong support to Nifty:  Gaurav Mehta",neutral
704,"8,600 m , and at the time of investment it is fully leased to several tenants .",neutral
705,8000 on the Nifty is coming and coming pretty fast: Manish Sonthalia,neutral
706,"8200 holds the key for Nifty; Sensex likely to climb to 27,375: Mitesh Thacker",positive
707,8300-8400 levels on Nifty to be worst case scenario post Budget 2015: Ashwani Gujral,negative
708,8330 should act as immediate support for Nifty: Mitesh Thacker,neutral
709,85 should be a good target for LT foods: Devang Visaria,positive
710,"853 FDI proposals disposed of in 5 years through FIFPThe Foreign Investment Facilitation Portal (FIFP) was developed after the abolition of Foreign Investment Promotion Board (FIPB) in May 2017.As many as 853 foreign direct investment proposals have been disposed of through the foreign investment facilitation portal in the last five years, the commerce and industry ministry said on Tuesday.

The Foreign Investment Facilitation Portal (FIFP) was developed after the abolition of Foreign Investment Promotion Board (FIPB) in May 2017.

After the abolition of FIPB, granting of government approval for overseas investment under the FDI (Foreign Direct Investment) policy and FEMA (Foreign Exchange Management Act) regulations was entrusted to the concerned ministries/departments, the commerce ministry said in a statement.

The Department for Promotion of Industry and Internal Trade (DPIIT), under the ministry, was made the nodal department.

It said, ""853 FDI proposals have been disposed of through FIFP since abolishment of FIPB.""

FDI proposals are now required to be filed only on the portal which is managed by the DPIIT.

The proposals filed on the portal are forwarded to the concerned administrative ministry and are also simultaneously marked to the ministry of external affairs and the Reserve Bank of India for comments and to the ministry of home affairs for necessary security clearance, wherever required as per the norms.

A Standard Operating Procedure (SOP) for processing of FDI proposals, including documents to be filed, through the portal was framed and laid down by the DPIIT in June, 2017.

The DPIIT secretary reviews the pendency of all FDI proposals on a monthly basis.

Since the beginning of the new clearance process, not only the foreign investment has increased but also ""the number of countries bringing in FDI into India"", it added.

In 2014-15, FDI inflow in India stood at USD 45.15 billion, which has increased to USD 83.57 billion in 2021-22.

In 2021-22 FDI has been reported from 101 countries. In 2020-21, it was reported from 97 countries.

WeAfter the abolition of FIPB, granting of government approval for overseas investment under the FDI (Foreign Direct Investment) policy and FEMA (Foreign Exchange Management Act) regulations was entrusted to the concerned ministries/departments, the commerce ministry said in a statement.",positive
711,8600-8620 levels to be key support area for Nifty in the coming days: Mitesh Thacker,positive
712,8K Miles Software net profit surges 60% to Rs 2.76 crore,positive
713,8K Miles rallies 9% in a dull market,positive
714,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive
715,900-950 ideal for entering TCS: Technical Trends,positive
716,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive
717,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative
718,@ACInvestorBlog: $SPY eod run :),positive
719,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,positive
720,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive
721,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive
722,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive
723,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive
724,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",negative
725,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive
726,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive
727,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive
728,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,positive
729,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,negative
730,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive
731,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative
732,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,positive
733,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,positive
734,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",negative
735,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",positive
736,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",negative
737,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative
738,@Vegastrader66 Looks like good entry for $QIHU here.,positive
739,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive
740,@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive
741,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative
742,@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative
743,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",positive
744,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive
745,@mugatushair Now it is time to short $TSLA,negative
746,@pierrules: $SIRI LONG!!,positive
747,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative
748,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,negative
749,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",positive
750,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,positive
751,"A $17 billion loss puts LIC IPO among top Asia wealth losersThe rout has worried Indiaâ€™s government, with officials saying the companyâ€™s management will â€œlook into all these aspects and will raise shareholdersâ€™ value.â€An eye-popping $17 billion wipeout in market value has made Life Insurance Corp of India one of the biggest wealth destroyers among Asiaâ€™s initial public offerings this year.

Having plunged 29% since its May 17 debut, Indiaâ€™s biggest ever IPO now ranks second in terms of market capitalization loss since listing, according to data compiled by Bloomberg. The drop puts it just behind South Koreaâ€™s LG Energy Solution Ltd., which saw a more than 30% peak-to-trough decline in its share price after an initial spike on debut.

Almost a month after listing, LICâ€™s $2.7 billion IPO has turned out to be one of Asiaâ€™s biggest new stock flops this year, as rising interest rates and inflation levels globally hurt demand for share sales and with Indiaâ€™s stock market facing unprecedented selling pressure by foreigners. The benchmark S&P BSE Sensex is down more than 9% this year.

LICâ€™s shares are poised to fall for a 10th consecutive session, slipping as much as 5.6% Monday after a mandatory lock-up period for anchor investors ended Friday. The rout has worried Indiaâ€™s government, with officials saying the companyâ€™s management will â€œlook into all these aspects and will raise shareholdersâ€™ value.â€


Bloomberg
LICâ€™s long-delayed IPO was dubbed Indiaâ€™s â€œAramco momentâ€ in reference to Gulf oil giant Saudi Arabian Oil Co.â€™s $29.4 billion listing in 2019, the worldâ€™s largest. It was part of Prime Minister Narendra Modiâ€™s plans to expand the nationâ€™s capital markets. The share sale, which was oversubscribed by nearly three times, was aimed at narrowing the governmentâ€™s budget deficit after spending increased during the pandemic.

More pain could be ahead for the stock given its lackluster quarterly results, according to Avinash Gorakshakar, head of research with discount brokerage Profitmart Securities Pvt. â€œThe managementâ€™s communication with investors is confusing. They havenâ€™t held an analyst call after the results,â€ he said. â€œSo there is no clarity on how the company is planning to grow, what is going to be its strategy.â€
Having plunged 29% since its May 17 debut, Indiaâ€™s biggest ever IPO now ranks second in terms of market capitalization loss since listing, as per data compiled by Bloomberg. ",negative
